QUEST_LV_0300_20150717_000036	Уничтожить терминал (1)
QUEST_LV_0300_20150717_000037	Об Мэйнфреймов и терминалов
QUEST_LV_0300_20150717_000038	Avoid the monsters' attacks and Уничтожить терминал!#5
QUEST_LV_0300_20150717_000039	Destroy the Terminal (2)
QUEST_LV_0300_20150717_000040	Воспламенения взрывчатого порошка/пожарной/2/TRACK_BEFORE/никто
QUEST_LV_0300_20150717_000041	Notice/The terminal was destroyed in the explosion!#5
QUEST_LV_0300_20150717_000042	Destroy the Terminal (3)
QUEST_LV_0300_20150717_000043	И Вечный Покой (1)
QUEST_LV_0300_20150717_000044	Если У Вас Есть Какие-Либо Заключительные Слова
QUEST_LV_0300_20150717_000045	And Eternal Repose (2)
QUEST_LV_0300_20150717_000046	Поместив шар/оформление/3/TRACK_BEFORE/никто
QUEST_LV_0300_20150717_000047	And Eternal Repose (3)
QUEST_LV_0300_20150717_000048	Поздравления
QUEST_LV_0300_20150717_000049	Notice/It looks like Svitrigaila's wish was granted#5
QUEST_LV_0300_20150717_000050	Осмотрите детектор
QUEST_LV_0300_20150717_000051	Поговорите Kupole Meile
QUEST_LV_0300_20150717_000052	Поговорите Kupole, кого ты спас от камня Мороза.
QUEST_LV_0300_20150717_000053	Изучить Окаменение детекторы
QUEST_LV_0300_20150717_000054	Проверьте детекторы в районах Вы не были, но, чтобы помочь Kupole Meile путеводитель души благополучно из камня Мороза.
QUEST_LV_0300_20150717_000055	Вернуться к Kupole Meile
QUEST_LV_0300_20150717_000056	Вы проверили всех 4 детекторов, за исключением одного у входа. Теперь возвратимся к Kupole Meile.
QUEST_LV_0300_20150717_000057	У вас есть что сказать по этому поводу повторное включение неисправного извещателя. Поговорите Kupole Meile снова.
QUEST_LV_0300_20150717_000058	Навстречу Королевской Армии Гвардии Retia
QUEST_LV_0300_20150717_000059	Kupole сказал, что Королевская армия установили окаменение детекторы. Навстречу Королевской армии гвардии Retia в Verkti площади.
QUEST_LV_0300_20150717_000060	Поговорить еще с царской армии гвардии Retia о неисправности извещателя в прибрежной крепости.
QUEST_LV_0300_20150717_000061	Найти части для окаменения детектор
QUEST_LV_0300_20150717_000062	Слушать Королевской армии гвардии Retia и искать солдат, которые были направлены в прибрежную крепость. Если что-то произошло с ними, вы будете иметь, чтобы получить части для детектора из их трупов. Также, попробовать Охота на монстров в окрестностях.
QUEST_LV_0300_20150717_000063	Знакомьтесь Kupole Нам
QUEST_LV_0300_20150717_000064	К сожалению, в царской армии солдаты не выжить, но вы смогли собрать все необходимые запчасти для детектора. Теперь, иди и скажи Kupole что произошло, а потом идти ремонтировать окаменение детектор.
QUEST_LV_0300_20150717_000065	Перед тем, как пойти на ремонт окаменение детектор, поговорите Kupole Meile о ситуации на руку.
QUEST_LV_0300_20150717_000066	Ремонт Окаменение детектор
QUEST_LV_0300_20150717_000067	Ремонт первого окаменение детектор, который не работал.
QUEST_LV_0300_20150717_000068	Вы победили всех монстров, которые стали нападать, когда вы пытались починить окаменение детектор. Теперь можно вернуться к ремонту окаменение детектор в мире.
QUEST_LV_0300_20150717_000069	Ремонт третьего Окаменение детектор
QUEST_LV_0300_20150717_000070	Сейчас идут ремонтные третий окаменение детектор.
QUEST_LV_0300_20150717_000071	Найти Крепления Строка
QUEST_LV_0300_20150717_000072	Вам потребуется некоторая строка прикрепить и зафиксировать часть до детектора. Охота попробовать некоторые из монстров.
QUEST_LV_0300_20150717_000073	Вы собрали достаточно строку для закрепления детали. Сейчас ремонт третьего окаменение детектор.
QUEST_LV_0300_20150717_000074	Охотиться на монстров и собирать %ы
QUEST_LV_0300_20150717_000075	Охотиться на монстров и собирать строку
QUEST_LV_0300_20150717_000076	Иди давай Kupole Meile знаю, что вы отремонтировали все окаменения детекторы.
QUEST_LV_0300_20150717_000077	Изучить загадочное устройство
QUEST_LV_0300_20150717_000078	As you approach the unknown device, you feel strangely drawn to it and can't Справка but inch closer. What could this device be? Maybe you'd find out if you try touching it?
QUEST_LV_0300_20150717_000079	Найти Svitrigaila
QUEST_LV_0300_20150717_000080	Начинаешь чувствовать себя слабее и слабее, как будто ваша душа вытекает из твоего тела. Найти человека, который сможет помочь вам выйти из этой ситуации.
QUEST_LV_0300_20150717_000081	His Only Desire
QUEST_LV_0300_20150717_000082	Поговорите с Svitrigaila
QUEST_LV_0300_20150717_000083	Похоже, тебе придется выслушать Svitrigaila история.
QUEST_LV_0300_20150717_000084	Gather Poisonous Weeds
QUEST_LV_0300_20150717_000085	Svitrigaila говорит вам, что, как Богослов, он бы не вредно, чтобы помочь ему совершить самоубийство, и он просит Вас собрать некоторые травы ядовиты для него.
QUEST_LV_0300_20150717_000086	Дать Svitrigaila ядовитые травы
QUEST_LV_0300_20150717_000087	Вы собрали все из ядовитых трав, которые Svitrigaila просил тебя достать. Теперь возвратимся к Svitrigaila и дать ему ядовитые травы, которые вы собрали.
QUEST_LV_0300_20150717_000088	Поговорите с Клириком Мастер, чтобы получить святая вода, которая Svitrigaila потребностей.
QUEST_LV_0300_20150717_000089	Вернуться к Svitrigaila
QUEST_LV_0300_20150717_000090	Священнослужитель Мастер упорно отказывался вашему запросу. Это прискорбно. Ну все равно, иди и скажи Svitrigaila что случилось.
QUEST_LV_0300_20150717_000091	Ты дал Svitrigaila ядовитые травы, и кажется, что он съел их, но Вы не видите каких-либо изменений в него. Попробуйте проговорить с ним еще раз.
QUEST_LV_0300_20150717_000092	Поскольку это никак не влияет на Svitrigaila когда он съел ядовитой травы, он должен быть, что он должен смешивать их святой водой, а затем съесть их, чтобы получить желаемый результат. Найти клирик Мастера и получить святую воду из него.
QUEST_LV_0300_20150717_000093	Destroy the Terminal
QUEST_LV_0300_20150717_000094	Поговорите с Svitrigaila некоторые больше.
QUEST_LV_0300_20150717_000095	Уничтожить душу уплотнитель терминал
QUEST_LV_0300_20150717_000096	Для того, чтобы помочь Svitrigaila, вам придется уничтожить душу уплотнения устройства. Вам потребуется собрать некоторые инструменты, чтобы помочь вам уничтожить душу уплотнения устройства терминала, и затем его мэйнфрейм, заранее. Перво-наперво, уничтожить первого терминала.
QUEST_LV_0300_20150717_000097	Сообщить Svitrigaila
QUEST_LV_0300_20150717_000098	Вы уничтожили терминал. И вы успешно получены терминалом ядро. Дайте ядро для Svitrigaila.
QUEST_LV_0300_20150717_000099	Уничтожить терминала и извлекать ее причину
QUEST_LV_0300_20150717_000100	Задать Svitrigaila как уничтожить терминал в соседнем районе.
QUEST_LV_0300_20150717_000101	Соскрести и собрать Окаменение частиц
QUEST_LV_0300_20150717_000102	Согласно Svitrigaila, необходимо усилить мощность взрывного порошка для того, чтобы уничтожить очередного терминала, и для этого, Вам необходимо соскрести и собрать частицы из окаменелого объектов в этой области.
QUEST_LV_0300_20150717_000103	Взорвать терминал
QUEST_LV_0300_20150717_000104	Используйте взрывчатый порошок Svitrigaila дал тебе и окаменение частицы, которые вы собрали, чтобы взорвать второй терминал.
QUEST_LV_0300_20150717_000105	Задать Svitrigaila что вам нужно сделать, чтобы уничтожить очередного терминала.
QUEST_LV_0300_20150717_000106	Destroy the Terminal
QUEST_LV_0300_20150717_000107	Svitrigaila говорит, что третий терминал сможет выдержать, если что-нибудь к нему приблизится. Извлечь ядро из окаменевших монстров поблизости и кинуть его в терминале, чтобы уничтожить его.
QUEST_LV_0300_20150717_000108	And Eternal Repose
QUEST_LV_0300_20150717_000109	Теперь, когда вы избавились от всех терминалов, вернуться к Svitrigaila.
QUEST_LV_0300_20150717_000110	Найти материалы для крафта магического шара
QUEST_LV_0300_20150717_000111	Svitrigaila дал вам инструкцию, чтобы создать волшебный шар, который может свободной захваченных души, от души уплотнитель. Собрать необходимые материалы для ремесел, что Svitrigaila не смог получить из монстров, а затем с помощью ручного ремесла Svitrigaila магический шар.
QUEST_LV_0300_20150717_000112	Уничтожить душу уплотнитель
QUEST_LV_0300_20150717_000113	У вас есть созданный Svitrigaila магический шар. Теперь возьмите шар для души уплотнитель.
QUEST_LV_0300_20150717_000114	Уничтожить душу уплотнитель
QUEST_LV_0300_20150717_000115	Уничтожить душу уплотнитель с Svitrigaila шара.
QUEST_LV_0300_20150717_000116	Как только вы разместили Svitrigaila шара, монстры начали поворачивать диких и мчится к вам! {nl}отбиться от монстров!
QUEST_LV_0300_20150717_000117	Душа уплотнитель был разрушен. Теперь возвратимся к Svitrigaila.
QUEST_LV_0300_20150717_000118	Последний раз попрощаться с Svitrigaila
QUEST_LV_0300_20150717_000119	Похоже, пришло время предоставить Svitrigaila желание.
QUEST_LV_0300_20150729_000120	Если ты поможешь мне умереть, я освобожу тебя от этого проклятия.
QUEST_LV_0300_20150729_000121	Кого волнует, что случится с этим телом, что я не могу двигаться или даже бежать из.{nl}я просто хочу немного полежать.
QUEST_LV_0300_20150729_000122	Вам просто нужно собрать ядовитые сорняки из зоны выше нас.
QUEST_LV_0300_20150729_000123	Это зона известна своей Bluebane...
QUEST_LV_0300_20150729_000124	Спасибо. Позвольте мне попробовать поедая их одну за одной...
QUEST_LV_0300_20150729_000125	Как я и боялся... я все еще здесь.{nl}я услышал клирик Мастер святой водой, которая, при смешивании с Bluebane, {nl}может легко убить любого демона.
QUEST_LV_0300_20150729_000126	Клирик Мастер!{nl}идите к нему и принесу святой воды.
QUEST_LV_0300_20150729_000127	Счастливого пути в Клайпеду.
QUEST_LV_0300_20150729_000128	...?{nl}The soulkeeper of Dingofasil District?{nl}Isn't he a demon?
QUEST_LV_0300_20150729_000129	Are you helping a demon?{nl}I won't pry into your personal affairs, but as a master serving the goddess, {nl}I cannot get involved in this. Please leave this place.
QUEST_LV_0300_20150729_000130	Я никогда не вникаю в демона работать.
QUEST_LV_0300_20150729_000131	Я вижу... я должен был ожидать, что...{nl}я был дураком, чтобы надеяться на иное.
QUEST_LV_0300_20150729_000132	Если она идет вниз это, я думаю, мне придется попробовать этот метод сейчас.{nl}разрушающих душу уплотнитель вот вот... существ, что послал меня сюда, сказал мне.{nl}душа каток и я-это одно и то же. Почему я не помню это до сих пор??
QUEST_LV_0300_20150729_000133	Где-то в этой области есть душа уплотнитель, который поглощает человеческие души.{nl}оно конденсирует их энергию и использует ее.{nl}это действительно подходящее место для душа, потому что каток, {nl}даже после того, как камень Фрост дул, он все еще суетится с деятельностью {nl}рыцари Kaliss, грабители могил, и солдаты Королевской армии.
QUEST_LV_0300_20150729_000134	{nl}{nl}если я об этом думаю, тем существам, что послал меня сюда, должно быть, связал свою жизнь с душой уплотнитель так, чтобы я мог собирать души для них навсегда. Так что если душа уплотнитель разрушается, разве я умру с ним??
QUEST_LV_0300_20150729_000135	Душа уплотнитель имеет 3 терминала, из которого он поглощает души.{nl}, что плохие предчувствия возникали у вас раньше был терминал пытается поглотить твою душу.{nl}теперь попробовать избавиться от этих терминалов.
QUEST_LV_0300_20150729_000136	{nl}если вам удастся разрушить терминал, вы должны быть в состоянии получить его ядро.{nl}Вам нужно собрать все эти ядра, чтобы обработать шар, которые помогут вам уничтожить душу уплотнитель.
QUEST_LV_0300_20150729_000137	Хорошая работа. Это ядро будет использоваться, чтобы сделать шар, который будет перегружать мэйнфреймов души уплотнитель.{nl}сейчас я чувствую, как моя смерть приближается.
QUEST_LV_0300_20150729_000138	Попробовать взорвать второй терминал.{nl}здесь, я дам вам взрывчатку, но вы должны будете соскоблить некоторые частицы из окаменелого объектов в этой области, чтобы усилить мощь взрывчатки.{nl}со времен каменного Мороз дует через здесь часто, есть много окаменевшие объекты везде.
QUEST_LV_0300_20150729_000139	Опять же, вам потребуется извлечь ядро из этого терминала тоже.
QUEST_LV_0300_20150729_000140	Сейчас есть только один терминал слева.. я чувствую, что становлюсь слабее...{nl}последнего терминала, вероятно, короткое замыкание.{nl}попробуйте получить сердечники из окаменевших монстров в зоне и бросали их в терминал.{nl}, что должно быть достаточно, чтобы заставить его упасть.
QUEST_LV_0300_20150729_000141	И конечно, вернуть ядро из последнего терминала.{nl}сгущенное души сосредоточены в пределах этих ядер... {nl}мы просто должны использовать их, чтобы обработать шар, который будет перегружать душу уплотнитель.
QUEST_LV_0300_20150729_000142	Теперь вы собрали их все. Здесь, я дам вам инструкцию.{nl}использовать это ремесло шар перегружать душу уплотнитель.{nl}
QUEST_LV_0300_20150729_000143	Я просто хочу отдохнуть...
QUEST_LV_0300_20150729_000144	Is this the last time? Really.
QUEST_LV_0300_20150729_000145	Давайте посмотрим, если мы все детонаторы.
QUEST_LV_0300_20150729_000146	Ты пришел... но это уже время для меня, чтобы пойти.
QUEST_LV_0300_20150729_000147	Я чувствую себя истощенным.
QUEST_LV_0300_20150729_000148	Да. Вот и все. Отдай его мне.
QUEST_LV_0300_20150729_000149	Уведомление/!/При нажатии на устройство, он чувствует, как ваша душа уходит из тебя!{nl}Вы должны найти кого-то, кто может решить этой дилеммы!
QUEST_LV_0300_20150729_000150	Я буду сотрудничать
QUEST_LV_0300_20150729_000151	Отношения между духом интеграции устройства и Svitrigaila
QUEST_LV_0300_20150729_000152	Возможно, ваша душа-это слив, вы постепенно теряете энергию и выносливость!! Спешите и поиск для тех, кто может выздороветь вам!!
QUEST_LV_0300_20150729_000153	Получить % - ы, уничтожив терминал
QUEST_LV_0300_20150729_000154	Принесите ядро терминала
QUEST_LV_0300_20150729_000155	Принесите ядро терминала Svitrigaila.
QUEST_LV_0300_20150729_000156	Ремесла %ы
QUEST_LV_0300_20150730_000157	Как я и ожидал, мы должны получить ядро терминала снова.{nl}Хм... посмотрю защитное заклинание на тебя так терминал не может победить вас, как раньше.{nl}у меня еще есть много сил.
QUEST_LV_0300_20150730_000158	Я справочник окаменевшие души в соответствии с волей богини.
QUEST_LV_0300_20150730_000159	Камень Мороз будет дуть здесь в ближайшее время. Но мы не знаем, когда...{nl}интересно, если Окаменение детектор работает исправно на маршрут поставок.{nl}не могли бы вы проверить его??
QUEST_LV_0300_20150730_000160	Ремесла %ы
QUEST_LV_0300_20150803_000161	Они могут убить тех пор нет никаких известий от них.{nl}если вы находите их тела... пожалуйста, принесите их с их памятными подарками.
QUEST_LV_0300_20150803_000162	Все войска были убиты. Спасибо за помощь.{nl}там должно быть участие в сувениры.
QUEST_LV_0300_20150803_000163	Необходимо переходить к ремонту.{nl}будьте осторожны камня Мороза.
QUEST_LV_0300_20150803_000164	Holy water?{nl}What do you need it for?
QUEST_LV_0300_20150803_000165	Is there a demon who needs holy water at Dingofasil District?{nl}...
QUEST_LV_0300_20150803_000166	{nl}я не буду забивать себе голову вашими личными делами, но я не могу помочь демоны в качестве священнослужителя.
QUEST_LV_0300_20150803_000167	Может быть, это единственный способ...{nl}уничтожая дух интеграции устройства...{nl}те, кто послал меня сюда, сказал мне, что Дух интеграции устройства и я-одно. {nl}{nl}почему я забыть его??
QUEST_LV_0300_20150803_000168	Дух интеграции устройство поглощает души из 3 терминалов.{nl}проклятие какое-то время назад был процесс поглощения души.{nl}давайте уничтожить терминалы один за другим.
QUEST_LV_0300_20150803_000169	{nl}затем довести ядро.{nl}Ох, я буду на тебя заклинание, чтобы ты не проклят опять.
QUEST_LV_0300_20150803_000170	Мы должны взорваться второй терминал. {nl}я дам вам несколько бомб здесь, поэтому для усиления воздействия бомбы, царапины какие-то окаменелые воде порошок и возьмите его с собой.
QUEST_LV_0300_20150803_000171	Мы должны получить ядро терминала и на этот раз.{nl}Хм... заклинание было выпущено, так что мы бы не пострадать от заклинания. Я запру его снова.
QUEST_LV_0300_20150803_000172	Вот оно.{nl}сломанный детектор будет легко поправимо с этими частями.{nl}если детали не оставайся в месте, использовать струны, которые обладают монстров поблизости.
QUEST_LV_0300_20150803_000173	Ремонт, само собой, не так сложно. Трудно получить необходимые запчасти.
QUEST_LV_0300_20150803_000174	Ты вернулся из долгого путешествия. Поэтому они являются частями.
QUEST_LV_0300_20150803_000175	Поехали ремонтировать его сейчас.
QUEST_LV_0300_20150803_000176	Демонов и богинь, и об Окаменевший Город
QUEST_LV_0300_20150803_000177	Причина, почему богинь не удалось спасти Окаменевшего города
QUEST_LV_0300_20150803_000178	Отправьте слова благодарности
QUEST_LV_0300_20150803_000179	Check the Detector's Functionality (6)
QUEST_LV_0300_20150803_000180	Notice/Проклятие было выпущено#5
QUEST_LV_0300_20150803_000181	Собирать трупы охранников
QUEST_LV_0300_20150803_000182	Как к словам Королевской армии гвардии Retia, давайте искать другие охранники, которые были высланы в прибрежную крепость. Если они попали в аварию, пожалуйста, соберите их на память. Монстры мог бы принять их так было бы хорошо, чтобы охотиться на монстров в прибрежной крепости.
QUEST_LV_0300_20150803_000183	Возвращение Королевской армии гвардии Retia
QUEST_LV_0300_20150803_000184	Охранники Королевской армии, к сожалению, умер. Вы собрали их трупы так вернемся к Retia.
QUEST_LV_0300_20150803_000185	Так как вы собрали все трупы охранников, которые ушли в прибрежные крепости, чтобы починить детектор, кажется, что вы могли бы получить некоторые части детектора от Retia. Соединиться с ней.
QUEST_LV_0300_20150803_000186	Получить некоторые части
QUEST_LV_0300_20150803_000187	Получить некоторые части из Retia
QUEST_LV_0300_20150803_000188	Вы получили некоторые части из Retia. Теперь вернитесь к Kupole Meile в прибрежной крепости.
QUEST_LV_0300_20150908_000189	Ремонт
QUEST_LV_0300_20150908_000190	Детектор начал активировать!
QUEST_LV_0300_20150908_000191	Деталей не остаться в месте.{nl}Вам будет нужна какая-то строка!
QUEST_LV_0300_20150908_000192	Вы должны получить несколько строк.
QUEST_LV_0300_20150908_000193	Глядя на устройство
QUEST_LV_0300_20150908_000194	Ты чувствуешь, как твой дух движется наружу из вашего тела, как вы коснулись устройства!{nl}Вы должны искать кого-то, кто бы выпустить этот статус!
QUEST_LV_0300_20150908_000195	The curse has been released
QUEST_LV_0300_20150908_000196	Избежать атаки монстров и уничтожить терминал!
QUEST_LV_0300_20150908_000197	Зажигая огонь после сдачи бомба порошок
QUEST_LV_0300_20150908_000198	Терминал взорвался и исчез!
QUEST_LV_0300_20150908_000199	Поместив шар
QUEST_LV_0300_20150908_000200	Похоже, что Svitrigaila хотел было исполнено
QUEST_LV_0300_20150908_000201	Сбор
QUEST_LV_0300_20150908_000202	Вы собрали трупы и получили памятные подарки!
QUEST_LV_0300_20150908_000203	Вы собрали трупы!
QUEST_LV_0300_20150908_000204	Вы извлекли ядовитые цветы!
QUEST_LV_0300_20150908_000205	Вы не сумели извлечь ничего!
QUEST_LV_0300_20150908_000206	Собирая окаменение порошок
QUEST_LV_0300_20150908_000207	Вы собрали окаменение порошок!
QUEST_LV_0300_20150908_000208	Вы не сумели собрать pertification порошок!
QUEST_LV_0300_20150908_000209	Извлечение сердечника из монстра
QUEST_LV_0300_20150908_000210	Вы получили причину!
QUEST_LV_0300_20150908_000211	Вы ничего не добились
QUEST_LV_0300_20151001_000212	Revelator! Are you okay?{nl}Petrification powder, it was so dangerous.{nl}
QUEST_LV_0300_20151001_000213	Я веду духов, которые понес окаменевшие морозы давно.{nl}
QUEST_LV_0300_20151001_000214	Но, это окаменевшие Мороз проклятие демона королевы Gesti...{nl}они заставляют нас Kupoles в камни.{nl}
QUEST_LV_0300_20151001_000215	Мы должны по крайней мере узнать, когда окаменевший морозы бы удар.{nl}есть некоторое окаменение детекторов, которые люди оставили, но некоторые, кажется, сломан.{nl}Можете ли вы помочь мне??
QUEST_LV_0300_20151001_000216	Детектор вы видели, кажется, работает хорошо.{nl}пожалуйста, посмотрите, как другие детекторы работают.
QUEST_LV_0300_20151001_000217	Окаменевший морозы превратить все в камни. Даже духи.{nl}мы, Kupoles, не являются исключениями.
QUEST_LV_0300_20151001_000218	Ах, вот оно что.{nl}два из них сломаны.
QUEST_LV_0300_20151001_000219	Мы лучше спросить про детектор проблема воинам, создал детектор.{nl}я слышал, человек, который имеет имя, Retia я-офицер, так что мы можем получить некоторую помощь от нее. 
QUEST_LV_0300_20151001_000220	Он находится в Verkti площади.{nl}человека вопросы не могут быть решены путем Kupoles, так что мы рассчитываем на вас.
QUEST_LV_0300_20151001_000221	Ты говоришь проблема в окаменение детектор на прибрежные крепости.{nl}мы уже знаем. Проблема может существовать.
QUEST_LV_0300_20151001_000222	By the way, it hasn't arrived yet? {nl}I've already dispatched the soldiers there.{nl}
QUEST_LV_0300_20151001_000223	У меня не хорошее предчувствие.{nl}из-за многочисленных атак монстров здесь, у нас нет дополнительных сил, чтобы отправить.{nl}могу ли я попросить вас следовать за охранниками, которые были направлены на ремонт??
QUEST_LV_0300_20151001_000224	Может быть, они напали на прибрежные крепости.{nl}но, они стоят пограничники королевства. Их трупы должны быть здесь.
QUEST_LV_0300_20151001_000225	Окаменевший морозы отражаются часто на входе в прибрежные крепости,{nl}так что я думаю, что они будут там. В случае, если вы нашли несколько трупов, пожалуйста, собрать их.{nl}
QUEST_LV_0300_20151001_000226	Я предполагаю, что это было слишком поздно. Спасибо за сбор трупов.{nl}если Вы смогли найти трупы, пожалуйста, собрать их.{nl}
QUEST_LV_0300_20151001_000227	Пожалуйста, возвращайтесь после фиксации окаменение детектор.{nl}у меня есть несколько слов сказать.
QUEST_LV_0300_20151001_000228	Я рассчитываю на вас, чтобы направлять всех духов богинь.
QUEST_LV_0300_20151001_000229	Наконец, есть некоторые истории, которые они хотят рассказать Богослов.{nl}Вы хотели бы знать, почему люди страдают от этого.{nl}
QUEST_LV_0300_20151001_000230	Слух о том, что окаменелые морозы грех бунт-это просто придуманная история.{nl}проклятие наступило после восстания, поэтому они вполне могут так думать.{nl}
QUEST_LV_0300_20151001_000231	Но, нет. {nl}все был их участок.
QUEST_LV_0300_20151001_000232	Но, тот, кто нарушил впервые были демоны.{nl}, что это окаменевшие Мороз... они погибли, и их духи стали камни.{nl}
QUEST_LV_0300_20151001_000233	Демон Королева Gesti принес проклятие окаменения на этой земле,{nl}и богинь пытались спасти людей. Но, демоны спросил, не можем ли {nl}мы забыли, чтобы не мешать друг другу вопросы и...{nl}
QUEST_LV_0300_20151001_000234	Ждать. Эта память слишком ужасна..{nl}ужасный catatrophe приземлился.{nl}
QUEST_LV_0300_20151001_000235	Как большая катастрофа, что богиня может отказаться от сохранения этого окаменелого место.{nl}эти каменные морозы... все это... это то, что мы платим за сохранение того, что мы отказываемся.
QUEST_LV_0300_20151001_000236	Я пытаюсь спасти духов отныне.{nl}поскольку вы исправили все детекторы, нам пришлось бы направлять духов в вечный сон.
QUEST_LV_0300_20151001_000237	Мы сделаем все возможное, чтобы руководство каждого из них.{nl}надеюсь богинь благословляет вас.
QUEST_LV_0300_20151001_000238	Я думаю, ты можешь не доверять мне, так демон, как мне просить тебя об одолжении.{nl}но, посмотри на меня внимательно. Это не имеет значения, если вы смеяться надо мной.{nl}
QUEST_LV_0300_20151001_000239	Я старался изо всех сил, чтобы защитить сотни лет непрерывно.{nl}но, проклятие окаменения-это сила демона королевы. {nl}бесконечная депрессия душит меня.{nl}
QUEST_LV_0300_20151001_000240	Даже если ты сбежишь отсюда, ты просто предатель. Вы получите слово "предатель". {nl}, идя к ногам коллег, которые издевались над тобой...{nl}
QUEST_LV_0300_20151001_000241	Если вы сотрудничаете на моей смерти, я обязательно снимите свое проклятие.{nl}я обещаю во имя Giltine.
QUEST_LV_0300_20151001_000242	Неважно, что происходит с моим телом.{nl}я просто хочу немного отдохнуть...
QUEST_LV_0300_20151001_000243	Ядовитое растение, которое растет там смогут до конца моей жизни.
QUEST_LV_0300_20151001_000244	Я должен молиться, что ядовитое растение из людей приносит мне вечным сном.
QUEST_LV_0300_20151001_000245	Спасибо. Теперь, я буду молиться за конец моей мучительной жизни.
QUEST_LV_0300_20151001_000246	Так ничего не происходит, как я ожидал.{nl}в таком случае... мы не можем сказать, что мы в беде. Мы просто должны полагаться на тот, который мы хотим устранить.
QUEST_LV_0300_20151001_000247	Пожалуйста, получить Божественную воду, чтобы тот, кто следует зову богини.{nl}, что священная сила приведет меня в ад смерти.
QUEST_LV_0300_20151001_000248	Я слышал, клирик Мастер обрабатывает эту Божественную воду.{nl}я не знаю, если он даст мне.
QUEST_LV_0300_20151001_000249	Are you talking about divine water?{nl}I am sorry, but may I ask you where you are going to use it.
QUEST_LV_0300_20151001_000250	There are demons who need the divine water?{nl}I am sorry, but Я не могу вам помочь.{nl}
QUEST_LV_0300_20151001_000251	Я не собираюсь участвовать в вашем Личном вопросе.{nl}независимо от того, каковы причины, я не могу помочь демонов' вопросы как священник.
